aspect term	category	polarity	text
;class work	 exam	 positive	Her class work is decent and is useful to the course material.
;teacher	 teacher	 positive	She is an awesome teacher.Very funny and keeps the class entertaining.
;teacher	 teacher	 negative	I have not had any problems with teachers before but this teacher was terrible.
;prof	 teacher	 negative	Cook is a really bad prof.
;class	 class	 neutral	This is not a class you learn out of the textbook for.
;technology	 teacher	 negative	The only annoying thing is that he doesn't use technology so don't try e-mailing him.
;professor	 teacher	 positive	Best professor ever!
;null	 approachable	 positive	shes super nice too so ask and shell help.
;class	 teacher	 negative	I've never had a problem with math until this class.
;null;null	 relevant teacher	 positive positive	I learned a lot.
;owls	 exam	 neutral	sooo just pretty much teach yourself using the owls.
;test;tests	 exam exam	 negative negative	His reviews for each test also give you no insight into what his tests will be like.
;professor	 teacher	 positive	This is the second time I have had her as a professor, she is amazing and she knows it.
;taught	 teaching	 positive	Taught the course better than my AP Biology teacher from high school.
;learn	 teacher	 negative	He doesn't really help you learn.
;email	 approachable	 negative	He does not respond to email.
;teacher	 teacher	 positive	Great teacher and makes class exciting.
;readings	 exam	 negative	The readings are too much.
;class	 course	 negative	Don't take this class with a full (12cr+) load.
;learn	 teacher	 negative	He seems like his passion for the subject is gone because he does not motivate you to learn.
;owls;owls	 exam relevant	 negative negative	OWLs are hard and sometimes not relevant to lecture, sometimes not relevant to the book.
;prof	 teacher	 positive	Great prof.
;computer	 knowledge	 negative	im pretty sure thurlow doesnt know how to even use a computer.
;null	 teaching	 positive	Teaches concepts and application over specific facts.
;course	 course	 positive	Easiest math course @umass.
;classes;learned	 teacher relevant	 positive positive	One of the only classes I can say I actually learned useful information in.
;class;syllabus	 course course	 negative negative	I'm taking his class online and his syllabus is extremely confusing and hard on the eyes.
;exams	 exam	 negative	He's a joker and a half and he tells you what will be on the exams.
;lectures	 teaching	 positive	He is funny, his lectures are pretty interesting.
;null	 teaching	 negative	She has the ability to turn interesting topics into boring ones and does not allow anything outside of her rules.
;help;open door policy;help	 approachable approachable approachable	 positive positive positive	If you need any help, he has an open door policy and is willing to offer all the help you need.
;null	 teacher	 positive	Nice guy, I went to nearly every class, when it came time for the exam, I realized I hadn't learned most of the material.
;notesassignments;assignments	 exam exam	 positive positive	Excellent notes and assignments on the web.
;null	 teaching	 negative	She basically reads from the overhead for notes.
;course	 teacher	 negative	Don't take this course!
;knows	 knowledge	 positive	His age does make it a little harder to understand but he knows his stuff and if you aren't retarded you will do fine.
;intelligent	 teacher	 positive	He is an intelligent man whose jokes carry the class more than his explanations.
;null	 teacher	 negative	do not take her.
;prof	 teacher	 positive	She is the coolest and funniest prof. at MSU whoohoo, she is so awesome.....
;lecturer	 teaching	 positive	He's an older guy, and an old-fashioned lecturer, but I find it charming and refreshing.
;class	 teaching	 positive	She makes Sociology personal, and that makes the class very interesting.
;null;class	 teacher approachable	 positive positive	Very Canadian, very funny and very helpful.
;follow	 teacher	 negative	So hard to follow.
;null	 teaching	 positive	That said, he does clearly explain math concepts.
;null	 teaching	 positive	Goes off-topic too often.
;lectures	 teaching	 negative	He's all over the place in lectures and often does out long complicated problems on the board and only mentions when he's finished that it won't be on the test and he just wanted to show us where things come from.
;null	 teacher	 positive	TAKE HER!
;tests	 exam	 positive	Tests are easy (she gives you the answers).
;class	 teacher	 negative	Avoid this class at all costs, unless calculus comes easily to you- you will not learn anything!!
;exams	 exam	 negative	he is out to get u on the exams.
;null	 teacher	 positive	I did enjoy his anecdotes and his comments.
;null	 teacher	 negative	do not like him at all!
;null;teaching style	 teacher presentation	 positive negative	Randall Phillis is a great guy, but his teaching style is very strange.
;tests	 exam	 positive	His tests are easy as long as you put time into studying!
;teach his material	 teaching	 negative	Prof. Cook has good intentions but doesn't know how to teach his material.
;composition, writing, and literature;writing;literature	 relevant relevant relevant	 positive positive positive	If you want to learn about composition, writing, and literature FOR REAL then take his classes.
;null	 teacher	 negative	Dr. Hora is a talker, she does love it so.
;assignments;relevant;null	 exam relevant teaching	 positive positive positive	She is organized and her assignments are fun and relevant.
;professor	 teacher	 positve	He was an awesome professor!
;students	 approachable	 positive	He has a deep and genuine interest in helping out his students.
;null	 teacher	 positive	He cares more about how biological systems work over straight-up vocabulary.
;damn	 teacher	 negative	Damn.
;english	 teacher	 positive	I'd recommend him to anyone taking English.
;null	 teacher	 negative	As much as I was interested in this class before taking it,my motivation for it steadily declined as it progressed.
;class	 course	 negative	The class is terribly confusing and hard, but if you talk to him about your grade he can be reassuring.
;teaching yourself	 teacher	 neutral	Only take this class if you're comfortable with teaching yourself the material.
;null	 knowledge	 negative	THis guy thinks he knows everything... funny to hear him talk...look around the class 50% of ppl are sleeping now thats chemistry
;professor	 teacher	 positive	Without a doubt best professor at UWG.
;exams	 exam	 positive	Hard exams, but worth it.
;class	 course	 negative	dont take this class if you cant teach yourself some pretty difficult math
;power points;subject	 teaching teaching	 negative negative	i am just trying to get a credit and this class is just dragging he continues to go off subject during lecture and his power points are super long.
;explains	 teaching	 positive	he actually explains what he means
;null	 teacher	 positive	And yea, he's kind of soft-spoken.
;null	 teacher	 positive	Wow not as easy as i thought she would be!
;class;late	 teaching late	 negative negative	He is unprepared for class not to mention 10 minutes late every class period.
;professor	 teacher	 positive	Professor Christopher is the best professor in the CRIM department, because of her I now have changed my major to SOCI and my minor to CRIM.
;discussion	 answering	 positive	Class is just one big discussion and she is So understanding and HYSTERICAL.
;quizzes	 exam	 neutral	All the tests & Friday quizzes are multiple true/false & the discussion assignments are T/F & free response so you have to be able to understand concepts and ideas to do well in his class - not just facts.
;skills	 relevant	 positive	You leave his class having learned life skills that will actually help you in your career.
;grammar	 teaching	 positive	He will teach you everything about grammar, then expect you to know it.
;null	 teacher	 neutral	Be positive, work hard, and buy into the things he requests and you will learn and grow in the best ways possible.
;midterm and one final	 exam	 neutral	One midterm and one final.
;teacher	 teacher	 positive	Very good teacher!
;class	 teacher	 positive	It's easy because you actually enjoy listening to her and being in her class!
;class	 teacher	 neutral	If you pay attention, you will love this class.
;notes	 exam	 neutral	Take the best notes you can (struggle) and GO TO ALL THE SI SESSIONS if you want an A.
;lecture	 teaching	 negative	Hard to pay attention the whole lecture but it is a must if you don't want to get confused.
;person	 teacher	 positive	OMG, what a great person.
;class	 course	 negative	I had to study a ton in this class.
;null	 teacher	 positive	Mr. EVERETT is very fair.
;null	 teacher	 positive	Professor Schurter is one of the best teachers I have ever had in my entire educational career.
;null	 teaching	 negative	Very unclear and hard to follow, the class was a total waste of time.
;unclear	 teaching	 negative	Extremely unclear, never gives example problems.
;null	 approachable	 positive	She is very helpful and really cares about what she is doing!
;null	 approachable	 positive	One of few professors who remembers personal details about you and will go out of his way to help you out.
;prof	 teacher	 positive	Best prof ever!.I have been to colleges in Nigeria,Canada,&USA.Thats more than half way across the earth globe,and all thru the Atlantic ocean.I would say this is the best prof that ever lived on earth.
;material	 teacher	 positive	Just study the material.
;powerpoints;exampls	 teaching teaching	 neutral neutral	His powerpoints are LONG so be prepared to write and do all the examples he gives.
;teacher	 teacher	 positive	My favorite teacher and one of the coolest teachers at West Ga.
;learned	 teacher	 positive	I learned a lot of scientific skills and loved this class.
;nu;;	 teacher	 positive	AMAZING!
;null	 approachable	 positive	Randy was nice and helped me with my group problems.
;lecture	 teaching	 positive	But still a guy that keeps the lecture lively.
;class	 course	 positive	fairly easy class overall
;null	 teacher	 positive	Alpha male with brains.
;null	 teacher	 negative	Unclear, inconsiderate, unprepared, and lazy
;teaching	 teaching	 negative	Great Guy, but its hard to understand what he is teaching; he goes off tangents and talks about the history of the math than actually teaching us how to do it.
;null	 teacher	 positive	She's really helpful and funny too.
;professor	 teacher	 positive	Dr. Sacher is a wonderful professor!
;teaching style	 teaching	 positive	Interesting professor, I enjoyed his teaching style very much.
;taught	 teaching	 positive	Taught the material at good pace and kept the class laughing.
;null	 teacher	 negative	very boring and not clear.
;null	 teacher	 negative	If you think calculus is hard as is and you feel like torturing yourself, then Professor Cook is for you.
;english majors	 relevant	 positive	His classes should be labeled for English majors.
;powerpoint slideshows	 teaching	 neutral	He likes the use of Powerpoint slideshows and he lectures for long periods of time.
;email	 answering	 negative	Doesn't EMail.
;exams	 exam	 positive	Cook teaches by example and his practice exams are very similar to real exams.
;material	 teaching	 positive	He's an extremely helpful, friendly professor who is deeply passionate about the material, so of course he wants to go into detail.
;null	 teacher	 positive	He is a nice guy overall and really cares. 
;teachers	 teacher	 positive	One of the most interesting teachers I've met.
;help;teaching style	 approachable teaching	 positive neutral	It takes a little while to get used to his teaching style, but if you ask for help he will do his best to assist you.
;professor	 teacher	 positive	By far my favorite professor.
;course	 teacher	 neutral	If you do not want to spend time in extra help, do not take the course with him.
;null	 teacher	 positive	I highly recommend it.
;professor	 teacher	 positive	Great Professor.
;intro bio class	 course	 negative	Randy is an awesome guy, don't get me wrong, but there's no way an intro Bio class should be this difficult.
;handbooks;syllabus	 teaching teaching	 positive positive	He lays everything out in the handbooks and the syllabus which helps a lot.
;null	 grading	 positive	If you go to his office hours you will get above a 93 on every assignment.
;exam	 exam	 positive	go to EVERY class, take really good notes b/c most of his exam questions are based on examples in class, read the book.
;biology	 teacher	 positive	The man is the reason I can actually understand Biology.
;null	 answering	 negative	You're expected to learn from sample questions that he doesn't explain.
;tests	 exam	 positive	Very easy to follow and tests are quite fair.
;students	 approachable	 positive	She cares for her students and is passionate about what she teaches.
;null	 answering	 positive	He cares more about persuasiveness than originality.
;professor	 teacher	 positive	My favorite professor at UMass.
;null	 teacher	 positive	COOK IS A NICE GUY AND HE GOES OVER EXAMPLES A LOT.
;classes	 teaching	 negative	He spends entire classes deriving formulas that are in the text already, and spouting off about Leibniz and Newton.
;pop quizzes	 exam	 positive	You really need to keep up everyday with the readings to do well on pop quizzes.
;tests	 exam	 negative	Tests are very hard- mainly tricky.
;knows	 knowledge	 positive	My favorite criminology at the school and really knows what she is teaching about.
;null	 approachable	 positive	I appreciate his patience and caring for students who seek for help.
;exams	 exam	 positive	All exams include diagrams so you don't need to memorize.
;tests	 exam	 negative	His tests are all T/F, but can be tricky.
;null	 teacher	 positive	She will tell u exactly what is on it if you ask her.she lets u out early!
;writing class	 teacher	 positive	Definitely take your junior writing class with him.
;null	 teacher	 positive	Highly recommend talking to him in office hours just because of how great of a guy he is.
;views	 teacher	 negative	Her views are too left winged to be teaching at a majorly Conservative university.
;homework	 exam	 negative	homework has nothing to do with the tests which are all 15 qs each/85% of your grade so if you mess one up you're screwed.
;null	 grading	 negative	I    spoke everyday AND helped her correctly teach about the Iowa Caucuses and she didn't give me an A.
;professor	 teacher	 positive	Phillis is a great professor despite being unpopular with some students.
;null	 teacher	 positive	Seems very opinionated and loves to share them everywhere.
;teacher	 teacher	 positive	Professor Christopher is an excellent teacher.
;null	 teacher	 negative	haha this guy is a joke.
;null	 teacher	 negative	However, you may never know for sure what your grade is prior to the end of the semester being that he never gets papers back.
;null	 teacher	 positive	Prof Cook is an excellent man.
;class	 teacher	 negative	yes im bad at math, however going to class doesnt help and neither does homework.
;null	 teacher	 positive	Awesome guy.
;classes	 teacher	 positive	You learn so much from her classes and she's the reason I want to get into the field of Criminology.
;null	 approachable	 positive	Through the journals she requires every week, you feel like you have a personal therapist to talk to.
;null	 teacher	 positive	You must take her if you get a chance.
;teaching	 teaching	 negative	Prof is a nice guy but he shouldn't be teaching.
;null	 teacher	 positive	She is fun, crazy, and down to Earth.
;null	 course	 positive	It's not too difficult.
;students	 approachable	 positive	He also educates his students on how to be good people.
;teaching	 teaching	 negative	He is rediculously bad at explaining the material and should be banished from teaching.
;null	 teacher	 negative	He gets fustrated when you analyze a piece of work differently from how he analyzes it.
;b+	 grading	 positive	If you go to class and do the pactice problems in the class, you'll probably get an at least a B+
;fail	 teacher	 negative	Most students fail here.
;a	 grading	 positive	I got an A out of the class.
;grade	 grading	 positive	Even if you're bad at math you can get a good grade.
;readings;tests;material	 exam exam exam	 neutral neutral neutral	Make sure you do the readings, as his tests cover the reading material.
;null	 teacher	 positive	It doesn't hurt that he has a great sense of humor too, it really brightens up the class.
;null	 approachable	 positive	His door is always open for people who want to learn.
;null	 teacher	 neutral	Plus he never really gives you the answers to any of his iClicker questions in class, so going to class is pretty important.
;null	 teaching	 positive	One of  the most impressive lecture at Stanford.
;class	 teaching	 positive	I personally never had any problems with her and loved her class.
;courses	 teacher	 positive	I highly suggest you take her courses.
;null	 grading	 positive	" see a lot of comments here about ""Easy A's."""
;teacher	 teacher	 positive	A great teacher!!
;null	 teacher	 positive	She is very passinate and honest.
;null	 teacher	 positive	He is all about application and less about memorization.
;professor	 teacher	 negative	Ridiculous professor.
;class	 teaching	 negative	he goes on tangents in class irrelevant to anything.
;book	 teaching	 negative	Don't bother reading the book, its pointless.
;null	 teacher	 positive	Dr. Sacher is amazing!
;teacher	 teacher	 negative	Awful, Awful teacher.
;stuff	 knowledge	 positive	i hate calculus..but i guess he knows his stuff..if i went to class i guess that would help...
;lectures	 teaching	 neutral	His lectures can be a bit boring, but he can be funny at times.
;null	 teacher	 positive	She is funny, open and really interested in her topic.
;null	 teacher	 positive	She CARES.
;null	 teacher	 positive	Randy is the kindest man with great humor and he really does want everyone to succeed.
;eat/chat	 approachable	 positive	Impossible to do poorly since you can meet him at Newman Cafe almost any morning and eat/chat with him.
;quizzes and exams	 exam	 positive	She gives plenty of helpful hints for upcoming quizzes and exams and makes every class period the most enjoyable i have ever had in my whole college experience.
;test	 exam	 positive	All problems done in class are on the test.
;null	 teacher	 positive	She is amazing and is very passionate about the criminal justice system.
;null	 teacher	 positive	He's humble and also a great resource.
;class participation	 answering	 positive	She grades too much on class participation.
;null	 teacher	 negative	If you pay attention and go to all SI sessions it's an easy B and a kind of difficult A.
;lectures	 teaching	 positive	His lectures are engaging and his comfort in front of and control of the lecture hall is truly remarkable. 
;a	 grading	 neutral	She's a little disorganized but her class is an easy A as long as you do the work and go to class.
;null	 teacher	 positive	Love her.
;material	 teaching	 negative	He covers the same material for about 3 weeks straight.
;null	 course	 positive	Its honors but it will be easier.
;damn	 teacher	 negative	Confusing.
;teaching	 teaching	 positive	She needs to give a class on teaching to other professors in the world.
;null	 teacher	 positive	He was definately my favorite.
;teach	 teaching	 negative	He likes to teach the concepts and what's behind them rather than teaching you step-by-step processes, making it a little more difficult.
;teachers	 teacher	 positive	Wish all teachers were like Mr Everett.
;literature;tools	 teaching teaching	 positive positive	He is passionate about literature and gives his students a lot of tools to utilize in order to excel in the class.
;null	 teacher	 positive	TAKE JR WRITING WITH HIM and you will not regret it
;null	 teacher	 positive	Expects a lot but that is good!
;null	 teacher	 negative	What, is the guy stuffing his own ballet?!?!?  Pompous, arrogant and uncaring.........nobody at the school is gonna miss you when your contract is up bud
;material	 teaching	 neutral	Jumps right into the material.
;professor	 teacher	 negative	Not a very helpful professor, very frustrating class.
;teacher	 teacher	 negative	He's a very outgoing teacher.
;exam	 exam	 negative	"He talks in circles and will say to you ""I design exam questions to trick you."
;null	 teacher	 negative	She gave an exam before a single quiz was given.
;explains	 teaching	 positive	He is always fun to listen to and he explains everything so well.
;teaching	 teaching	 positive	IMO good at teaching the material.
;exams	 exam	 negative	His class was definitely a challenge at first because he mainly only uses diagrams and true/false questions on his exams.
;exam	 exam	 positive	She basically hands you the exam and gives plenty of time to study.
;professor	 teacher	 positive	She's a great professor!
;null	 answering	 positive	He takes the time to get to know you, mainly through knowing your resume, and will give you feedback based on your aspirations.
;null	 teacher	 positive	I would love to take her again!
;subject matter	 teaching	 positive	He's enthusiastic about the subject matter, and he definetely puts an importance on the history of the subjects we cover.
;null	 teacher	 negative	No book use whatsoever except to teach yourself the entire course.
;learn	 teacher	 neutral	If you have to take this class go to the SI sessions you will learn much more there than in class.
;feedback;lectures	 approachable teaching	 positive positive	She gives GREAT feedback and awesome lectures.
;professors	 teacher	 positive	I wish more professors were like her, she knows how to keep you interested
;email	 approachable	 negative	Doesn't email back, lucky for him he had some awesome TA's helping him out.
;null	 teacher	 positive	LOVE HER!
;null	 teacher	 negative	He expects a lot from you.
;no attendance policy	 late	 positive	No attendance policy but it is helpful for the essay style questions because she hates minimalist.
;null	 teaching	 negative	so unorganized that it's not even worth the A i'm probably going to get.
;null	 teacher	 positive	Sweetest lady ever.
;gpa	 grading	 positive	Had her three times this semester, and I wouldn't have gotten my gpa where it could be without her.
;communication	 answering	 negative	Very confusing teacher, does not break things down and was terrible with communication.
;teacher	 teacher	 positive	In all honesty, she is the best teacher I've ever had in all my schooling.
;professor	 teacher	 positive	She is really a great professor.
;help	 approachable	 positive	They were stressful and a lot of work, but Randy recognizes that and is always there to help us out.
;null;intro class	 teacher teaching	 negative negative	Prof. Hora is definitely a hard professor, and made her intro class too difficult.
;class	 teacher	 positive	Class is always interesting and never boring.
;class	 teacher	 positive	I did not mind going to this class.
;english	 teacher	 positive	He is passionate about English.
;null	 teacher	 positive	She always smells of versace and intelligence!
;professor;mistakes	 teacher teaching	 positive positive	decent professor, makes mistakes, but isn't afarid to admit when he has, which is good.
;lab	 course	 negative	Lab was also hard.
;discussions;assignments	 answering exam	 positive positive	Class consists of discussions every week, easy assignments, workload manageable.
;null	 teacher	 negative	Expects you to know a lot more than he's covered.
;final	 exam	 positive	The final was super easy.
;class;teacher	 teacher teacher	 positive positive	If you want an awesome class with an awesome teacher, takes this one.
;null	 teacher	 positive	Friendly and energetic.
;class;null	 course teaching	 negative negative	this class is insanely difficult b/c he goes over things way to fast, and fails to explain them unless you constantly ask.
;null	 grading	 positive	If you try in the class you will get at least a B.
;class	 teaching	 positive	Mr. Everetts class was very intriguing.
;power point	 teaching	 negative	His death by power point is useless and not helpful at all.
;null	 teacher	 negative	Do yourself a favor and ignore all the ratings that say that he is of any help.
;lectures	 teaching	 positive	Very lively lectures especially when he does experiments in class.
;exams;null	 exam late	 neutral neutral	You need to go to class, but as long as you do, you will do well on the exams.
;null	 counseling	 positive	He is readily available to help students, runs weekly reviews.
;null	 teacher	 positive	Its alot of fun.
;null	 teacher	 negative	Not very nice and not very helpful.
;exams;grade	 exam grading	 negative negative	he gives homework problems on wiley that dont come close to problems u see on exams he also posts homework assignments late.he doesnt post grades on spark, and you cant bring up your grade other than exams
;class	 teacher	 neutral	Unless you're really good at maths don't even bother taking this class.
;teacher	 teacher	 negative	She is a very controversial teacher, I had her as a teacher and as a advisor.
;null	 teacher	 negative	Just don't take 127 with him.
;class	 course	 positive	This class is one of the best at CTC.
;exams	 exam	 negative	He isn't clear in his explanations, class average on exams is significantly lower than the other Math132 classes,  avoid his class at all costs.
