aspect term	category	polarity	text
;lectures;null;exams	 presentation teacher exam	 positive positive negative	Nice guy, interesting lectures, BUT unrealistic expectations on exams.
;null	 teacher	 positive	I will forever be in awe of Dr. Molumby.
;class	 presentation	 positive	Prof. Everett has put a huge amount of work into this class and it shows.
;teacher	 knowledge	 positive	He is such a great teacher because he really knows his stuff.
;relate material	 relevance	 positive	She really tries to help students understand and relate material to current society.
;damn	 teacher	 negative	Damn.
;assignments;exams	 exam exam	 positive positive	There are lots of assignments and the exams are tricky so you have to work for that A.
;null	 teacher	 positive	Mehran is an excellent professor.
;null	 teacher	 positive	He is very understandin, IF he sees you trying.
;grader;assignments	 grading exam	 positive negative	She is a bit unclear in what she expects on assignments but she's an easy grader.
;challenge	 course	 positive	Though the class is a challenge, it's a college bio class that can be expected!
;teacher	 teacher	 negative	She is a very controversial teacher, I had her as a teacher and as a advisor.
;quizzes	 exam	 neutral	All the tests & Friday quizzes are multiple true/false & the discussion assignments are T/F & free response so you have to be able to understand concepts and ideas to do well in his class - not just facts.
;study guide	 exam	 negative	The study guide she gives has nothing to do with the exam.
;null	 teacher	 positive	He's really weird but interesting so I do recommend him.
;null	 teacher	 positive	She really wants student to do well.
;null	 teacher	 positive	Mehran is awesome.
;old exams;end of chapters	 exam exam	 positive positive	study old exams/review end of chapters and you'll do fine
;topic;lectures	 presentation presentation	 negative negative	He is always off topic, it is useless to go to lectures, you will have to do everything on your own.
;guy	 teacher	 positive	AWESOME GUY!
;science of biology	 knowledge	 positive	He's an awesome guy who really cares about the science of biology, and u can tell just by listening in class.
;professor	 teacher	 positive	Like I said, he is a great professor and an even greater person.
;book	 exam	 neutral	Read the book.
;comments	 presentation	 negative	The comments he makes in class and comments he puts on slides when they are uploaded can be contradictory.
;exams	 exam	 negative	EXAMS AREE NOT RELIABLE AND VALID IN SOME CASES.
;exams	 exam	 negative	His exams are difficult with trick questions, so it is easy to get a few wrong.
;null;intro class	 teacher presentation	 negative negative	Prof. Hora is definitely a hard professor, and made her intro class too difficult.
;students;teacher	 presentation teacher	 positive positive	He is a good teacher and he knows how to affect students
;null;null	 teacher knowledge	 positive positive	He seems like a cool guy and is extremely knowledgeable.
;null	 teacher	 positive	Its alot of fun.
;null	 presentation	 positive	He's funny, smart, and LOVES to teach!
;class	 course	 positive	Very good class!
;xtra pts;clicker qs	 grading grading	 positive positive	Xtra pts from clicker Qs.
;class	 class	 neutral	This class is not easy as an 8 week class, but if you follow JE's outline you can do all the work during the week and have weekends off.
;exams and quizzes	 exam	 negative	Exams and quizzes are all critical thinking tf problems that are confusing and hypothetical.
;classes	 teacher	 positive	You will love her and especially love going to her classes!
;classes	 presentation	 positive	His classes are highly engaging and interesting as well.
;null;class	 teacher course	 positive positive	Nice guy Hard class.
;papers	 exam	 positive	The papers are easy if you have her proofread them.
;tests	 exam	 negative	extremely nervous prior to his tests because they are very very tricky.
;null	 teacher	 positive	Dr. Molumby is very professional and really cares about his students.
;null	 teacher	 positive	He can be funny at times.
;null	 teacher	 negative	Horrible nightmare !
;null	 grading	 positive	Real easy B, extremely hard A.
;prof	 teacher	 negative	he is a horrible prof. we can barely hear him.
;quizzes	 exam	 positive	You should attend every class, and he gives weekly, easy Friday quizzes.
;textbook	 relevance	 negative	Textbook is useless.
;powerpoints	 exam	 positive	All you have to do is to study off of his powerpoints.
;class	 teacher	 positive	Take her class you will have fun and won't regret it!
;class	 course	 neutral	class is okay...
;tests;old tests	 exam exam	 negative positive	Tests are a bit tougher but as long as you get some old tests, you'll be fine.
;null;lectures;group projects	 teacher relevance exam	 positive positive positive	Genuinely nice guy, really cares about helping his students, has relevant material for lectures, and group projects are helpful.
;class	 teacher	 positive	I wasn't too excited about going to this class in the beginning but she made the class so fun and interesting it was enjoyable.
;professor;i- clicker	 teacher regularity	 neutral neutral	He is an alright professor, mandatory to go to class because he uses an I- clicker.
;class	 class	 positive	I would recommend this class!  
;mistakes	 presentation	 negative	He does make a few mistakes here and there.
;commitment;exams	 counseling exam	 positive positive	Helps students out during lab time, odviously has a strong commitment to helping students, and his tests / exams are never unfair in diffculty
;teacher	 teacher	 positive	Good guy and teacher, people just hate on him because they're stupid and get bad grades...
;null	 course	 positive	He is easy if you just pay attention!
;null	 teacher	 negative	He sometimes throws some random information at you.
;null	 presentation	 negative	she takes it to serious and is not fun.
;null	 presentation	 positive	Was extremely funny , helpful, and clear in describing the subject.
;discussion	 communication	 positive	She focused on main events and really engaged the class in discussion.
;null	 teacher	 positive	He honestly gives you what you pay for.
;course	 teacher	 neutral	People who complain about the difficulty of the course just need to put in more work.
;computer programming	 relevance	 positive	I have never took any CS class before and now I am in love with computer programming because of him.
;class	 course	 negative	WHAT A HARD CLASS!
;professor	 teacher	 positive	He's a good professor.
;material;exams	 exam exam	 positive positive	he relates to the stuff in funny interesting ways that cant let u forget the material his exams are alot harder than murray but he keeps u focused more cuz hes not boring
;null	 teacher	 neutral	If you understand everything he does in class you will get an A.
;null	 teacher	 negative	You can read and understand the book and walk out of lecture scratching you head.
;null	 grading	 positive	Everett is fair and doesnt really care what side you choose, just support it!
;elective	 teacher	 positive	Perfect elective choice!
;pop quizzes;exams;quizzes	 exam exam exam	 neutral neutral neutral	He does give pop quizzes occasionally but if you do well enough on the exams you can afford to miss the quizzes and still do well in the class.
;professor	 teacher	 negative	Awesome guy, but not a great professor.
;grades	 grading	 negative	She grades extremely hard on papers and will not listen to your concerns...so if you have to take the class take it with anyone except her.
;material	 relevance	 negative	He wants you to memorize rather than to learn and appreciate the material.
;null	 teacher	 negative	She is someone not to cross, be warned.
;experience	 teacher	 negative	Awful experience!
;null	 teacher	 positive	Such a cool guy.
;class;exam;null	 course exam counseling	 negative positive positive	The class isnt easy but exams are only worth half of your grade and there are plenty of opportunities for extra help.
;labs	 course	 positive	Labs were kind of too easy though.
;easy	 teacher	 positive	Over all he's easy.. just picky at times.
;class	 teacher	 positive	this class is mostly a huge therapy session and has been great fun so far.
;exam questions	 exam	 negative	His exam questions are EXTREMELY tricky, you really need to know your stuff to do well.
;null	 teacher	 positive	Randy is hilarious and a really nice guy.
;null	 grading	 positive	Great class, easy A if you study.
;test questions;notes sets	 exam relevance	 positive positive	He uses notes sets that are very concise and his test questions come straight from them so no surprises and makes challenging material easier
;calc 2	 course	 negative	Calc 2 is not an easy subject therefore it is important to look for extra help.
;quizzes	 exam	 neutral	There are quizzes every Friday, but sometimes they are open note/mouth.
;person	 teacher	 positive	OMG, what a great person.
;rambles	 presentation	 negative	Rambles on for 20minutes before he gives you the one equation you need.
;lectures	 presentation	 positive	"Neat lectures and uses ""who wants to be a millionare"" clickers."
;null	 grading	 positive	Needless to say that got well over an A.
;mic	 presentation	 negative	He tends to not keep the mic up to his mouth.
;null	 teacher	 positive	BEST TEACHER EVER!!
;professor	 teacher	 negative	Worst professor you could ever take.
;tests	 exam	 positive	Take his lectures very seriously because they are 90% of the necessary information for the tests.
;null	 course	 positive	challenging, but worth it all the way.
;class;null	 course teacher	 positive positive	Extremely helpful and clear although the class may be challenging.
;grading	 grading	 positive	He takes quizzes weekly but he changes his grading if he sees people aren't doing well.
;average	 grading	 negative	In the beginning of his class he almost bragged about his classes usually having a low C average.
;lectures	 presentation	 negative	He cares about having the students do well but lectures off of diagrams that you can't really take notes from.
;professor;office	 teacher counseling	 positive positive	Alan is a terrific professor, and his office is always open to students that show initiative and have a genuine interest in the biology.
;tests;notes;movies;quizzes;text books	 exam exam exam exam exam	 neutral neutral neutral negative negative	tests are word for word from the notes and movies you watch...quizzes are harder and from the text books.
;null	 teacher	 negative	She's very bias towards the Political Science students.
;off  topic	 presentation	 negative	He goes off topic a lot to complain about cell phones and calculators.
;null	 teacher	 negative	Avoid Cook at all costs.
;null	 teacher	 positive	Dr. Molumby is excellent.
;si sessions	 teacher	 neutral	Read the book, SI sessions help.
;null	 teacher	 negative	What, is the guy stuffing his own ballet?!?!?  Pompous, arrogant and uncaring.........nobody at the school is gonna miss you when your contract is up bud
;exam	 exam	 negative	Hard exam and tests!
;null	 grading	 negative	At one point, both of the 21's were talking about what to do because everyone was failing.
;coffee hours	 counseling	 positive	"""Coffee hours"" outside of class time for extra resume help, etcetera."
;teaches	 presentation	 positive	He knows the material, he just teaches it different then the other teachers.
;null	 teacher	 negative	She is not always organized but she is laid back.
;class	 teacher	 positive	I miss her class already!
;test questions	 exam	 negative	His test questions are very confusing.
;lectures	 presentation	 negative	Boring lectures.
;null	 teacher	 neutral	"He expects you to work hard and meet deadlines, but if you buy into the ""carpe diem"" culture you will do well."
;topic	 presentation	 positive	Makes the topic interesting!
;null	 teacher	 positive	You must take her if you get a chance.
;null	 teacher	 negative	DON'T TAKE THIS CLASS!!!
;information;documentaries	 presentation presentation	 positive neutral	He's a really interesting person to listen to although most of his information that he shares with the class are from documentaries.
;point;assignments;labs	 grading grading grading	 positive positive positive	I only missed one point out of all assignments/labs.
;teachers	 teacher	 positive	William Seigh is one of the greatest teachers i've ever had, In and out of the classroom.
;teacher	 teacher	 positive	Thurlow is a decent teacher and so funny
;null	 presentation	 negative	During class time, there is a lot to go over but he gets off topic.
;exam	 exam	 negative	It will be on the exam.
;labs	 relevance	 positive	Nice &  interesting labs.
;null;null	 relevance teacher	 positive positive	I learned a lot.
;null	 teacher	 positive	He really wants you to know your stuff.
;null	 course	 negative	it was difficult.
;null	 counseling	 positive	He helps out students during lab time which is nice!
;topics	 knowledge	 positive	If you allow him to, he will broaden your horizens and educate you about a variety of topics.
;null	 grading	 negative	Impossible to get an A unless u r super smart
;null	 teacher	 positive	Hard to find online teachers that can keep up with short term courses, and she excels.
;null	 teacher	 positive	A fair-game player, meaning treats students equal.
;teaching	 presentation	 negative	He honesty doesn't care about his students success and Is terrible at teaching.
;null	 presentation	 positive	However, he DOES prepare you well.
;class	 course	 positive	her class is extreemly easy but she is so boring.
;teacher	 teacher	 positive	A great teacher!!
;quiz questions	 exam	 neutral	Most of the quiz questions are from the chapter reviews.
;cs106a	 relevance	 positive	If you've got to take CS106A and you're not too keen on it, you should definitely take it from Mehran.
;class	 class	 negative	DO NOT TAKE RANDY'S CLASS.
;opinions	 presentation	 neutral	4)He promotes many of his own opinions.
;exam	 exam	 positive	Allows you to use a notecard on the exam.
;class	 course	 positive	Ok, overall his class was really INTERESTING.
;teacher	 teacher	 positive	very Awesome.....teacher..i hv ever seen........
;person	 teacher	 positive	She is a good person but ....
;teaching	 presentation	 negative	He doesn't explain what he's teaching--just scribbles on the board without explaining.
;mic	 presentation	 negative	He doesn't use a mic on purpose just to make it harder for students.
;null	 teacher	 positive	Shes great and she thinks of the students first!
;null	 teacher	 positive	Take her and you will not regret it, if you make a B you just need to drop out of college.
;knows;material	 knowledge presentation	 positive negative	The teacher knows his stuff but he tends to go through the material too quickly.
;class	 class	 positive	This class isn't that bad.
;lecturer;attention;lecture	 teacher presentation presentation	 positive positive positive	Molumby is a great lecturer and will effortlessly hold your attention throughout the lecture.
;null	 teacher	 positive	I enjoyed working with Mr. Everett.
;null	 teacher	 positive	That being said, he's a very cool teacher/ guy/ dude.
;introduction	 relevance	 positive	Very user friendly introduction to CS.
;null	 teacher	 neutral	He could improve if he solves more math than talk about it.I suggest he should come to class if he cant speak and stop using sign language.
;teacher	 teacher	 positive	He is the hottest most badass teacher on campus!
;cs teacher;costumes;vocabulary	 presentation presentation presentation	 positive positive positive	Awesome CS teacher who makes everything clear, and wears costumes and funny vocabulary to boot.
;tests;notes;text	 exam exam exam	 positive positive positive	His tests are moderate as long as you take notes, read the text, and actually study.
;test	 exam	 positive	All problems done in class are on the test.
;null	 teacher	 positive	Overall, awesome is the word fits him most accurately.
;lecture;class	 course course	 positive positive	If you go to lecture, and do the work, the class is definitely possible.
;attend	 regularity	 negative	Might as well not even attend class.
;null	 teacher	 positive	And yea, he's kind of soft-spoken.
;null	 teacher	 positive	Very helpful!
;ta	 grading	 negative	I had an 89 in the class &  the TA didn't round me up.
;classes	 presentation	 negative	Nothing came clear to me any classes.
;null	 teacher	 positive	TAKE HER!
;question	 counseling	 positive	If you need help or have a question he will go out of his way to do anything he can to help you.
;calc	 teacher	 negative	I hate Calc... and prof cook makes it even more confusing..talks like you know what he s talking about
;professor	 teacher	 positive	Randy is without a doubt my favorite professor starting off my freshman year.
;null	 teacher	 positive	shes great
;professor	 teacher	 negative	By all accounts, an awful professor.
;professor	 teacher	 positive	He's a pretty cool professor and you don't have to worry about falling asleep in this class.
;material	 presentation	 positive	Makes the material relevant and interesting.
;class	 course	 positive	Maybe English just comes easier to me than others, but I thought this class was cake.
;lecture;structure	 presentation presentation	 negative negative	Enjoyed lecture but as far as studying, it was more independent based and for me I prefer more structure.
;materials	 course	 positive	Class is pretty easy if you read the materials and study.
;null	 teacher	 positive	really funny, cool and helpful.
;lab reports	 exam	 neutral	Find old lab reports.
;null	 knowledge	 positive	Mr. Everett is extremely passionate and knowledgeable about what he does and just wants the students to do their part to make the class a success.
;exams	 exam	 positive	Cook teaches by example and his practice exams are very similar to real exams.
;null	 grading	 negative	THE FAILED HIM!
;lectures	 presentation	 neutral	long lectures but teaches well even though goes off topic at times
;null	 knowledge	 positive	He creates his own questions and focuses on critical thinking.
;teacher	 teacher	 negative	Guy is a terrible teacher.
;lectures	 presentation	 positive	His lectures are really amazing , inspired me to study Math.
;null	 teacher	 negative	TERRIBLE.
;null	 teacher	 positive	A man of principles.
;null	 teacher	 negative	VERY LIBERAL!
;null	 teacher	 positive	SHE IS AMAZING!
;teacher	 teacher	 positive	Truly a well-rounded teacher.
;taught	 presentation	 positive	Taught the material at good pace and kept the class laughing.
;tests	 exam	 neutral	If you memorize and understand these few equations, then tests are s
;tests;problem sets;lecture	 exam exam presentation	 positive positive positive	his tests are kinda hard, but as long as you listen to his lectures and do the problem sets you should be ok. overall this class was really interesting and made me want to go to lecture because of him HES AWESOME!!
;null	 teacher	 positive	TAKE JR YEAR WRITING WITH HIM YOU WILL NOT REGRET IT
;syllabus	 relevance	 negative	His syllabus is all over the place so you never know what to read anyway.
;students	 counseling	 positive	He has a deep and genuine interest in helping out his students.
;lecture;exams	 presentation exam	 positive negative	He makes lecture interesting and while his exams are hard, he tells you how to get an A and if you listen it's easy.
;teacher	 teacher	 negative	This teacher was way too interested in the sound of her own voice.
;class	 relevance	 negative	If i knew this class was going to be this stupid i would have never taken it.
;null	 counseling	 negative	Very condescending and rude if you ask for help outside of class.
;opinion	 teacher	 positive	He is brilliant, helpful and it doesn't hurt that he shares his, in my opinion, obviously correct wordlview with the class.
;book	 presentation	 negative	I took him my first year though and didtn put emphasis on the book.
;iclickers	 regularity	 negative	Because he stopped doing iClickers, I stopped going to class because I learn absolutely nothing from his lectures (and I still learn more from studying than from his lectures).
;null	 presentation	 negative	Very unclear and hard to follow, the class was a total waste of time.
;class	 course 	 negative	Worst class ever, there's no structure in the class so you'll never know what you're going to learn next.
;gen eds	 presentation	 positive	I was only taking it for Gen Eds, but it turned out to be somewhat of an interesting class.
;group video project	 presentation	 negative	He also makes you do a group video project throughout the semester.
;null	 teacher	 positive	He is very enthusiastic and knowledgeable.
;paper assignments	 exam	 negative	Her paper assignments have too many rules and really hinder intelligent writing.
;class	 teacher	 negative	I've never had a problem with math until this class.
;null	 presentation	 positive	He answers questions for as long as you want.
;exams	 exam	 negative	The class was interesting but it is hard to do well on exams. 
;tests	 exam	 neutral	Tests are short answer & MC.
;null	 grading	 negative	But it's definately not for someone looking for an easy A.
;null	 presentation	 neutral	all notes are on the net... teaches nothing else... not very helpful... does cool experiments in class... dry humor
;papers	 exam	 neutral	He was somewhat careless about checking sources in my papers, but he did give me points back once I pointed that out.
;lecturer	 presentation	 positive	Mehran is a bright and interesting lecturer who keeps his audience in mind.
;lectures	 presentation	 positive	And makes it entertaining during lectures.
;test questions;practice exam	 exam exam	 neutral neutral	His test questions sometimes are almost identical to the ones on the practice exam
;null	 teacher	 negative	VERY FRUSTRATING!!
;lectures	 presentation	 positive	His lectures are engaging and his comfort in front of and control of the lecture hall is truly remarkable. 
;lectures	 presentation	 positive	He lectures like it's a small class and there are plenty of opportunities to ask questions.
