aspect term	category	polarity	text
;literature	 presentation	 negative	He covers a ton load of literature, so get ready to read.
;stuff	 knowledge	 positive	He is funny and really knows his stuff.
;lecturer	 teacher	 positive	He is a very interesting lecturer and really funny!
;professor	 teacher	 positive	Molumby is an awesome and smart professor!
;null	 communication	 positive	Very engaging.
;criminology minor	 teacher	 positive	This woman made me become a criminology minor.
;reviews;test	 exam exam	 positive positive	Go to the reviews before each test, they help a lot.
;quizzes;tests;true/false	 exam exam exam	 neutral neutral neutral	All his quizzes and tests are true/false.
;angel notes;attention;tests	 exam attendance exam	 positive positive positive	Read the Angel notes, pay attention in class, and do a little memorizing before tests and you'll do fine.
;final	 exam	 positive	The final was super easy.
;null	 teacher	 positive	Very nice person.
;class	 course	 positive	Easy Class.
;null;null	 teacher counseling	 negative negative	Very arrogant man, which made him unapproachable for help.
;professors	 teacher	 positive	Professor Everett was one of the most passionate professors I have ever seen and that was only after an online class.
;essays	 grading	 neutral	Yes, gives 4-5 essays, but he outlines exactly what he expects when grading.
;null;teaching;instructor	 knowledge presentation teacher	 positive positive positive	He's a great instructor and while a bit eccentric, he's knowledgeable, helpful, and cares about teaching.
;lecture style	 presentation	 neutral	Long lecture style, but I learned so much.
;book;lecture;ppt;exams	 exam exam exam exam	 neutral neutral neutral neutral	Does use book, lecture, and ppt for exams.
;material	 course	 positive	Material wise, it's a very easy class, it's like high school bio
;null	 teacher	 negative	What a jerk!
;null	 teacher	 negative	Dr. Alexander is very eccentric.
;class	 course	 negative	Very hard class if u dont have a good TA so try to get a good one.
;null	 exam	 neutral	I've seen his wall-posted exam format for over 2 years.
;powerpoints;book;lab manual	 exam exam exam	 neutral neutral neutral	MEMORIZE THE POWERPOINTS (I used flashcards) and look at the book and lab manual.
;null;exams;book	 teacher exam exam	 positive positive positive	one of the best science teachers tha t i know of.. knows his material very well.. his exams are tough,  u need to read the book very carefully, like every line..haha..overall, he is awesome
;class	 course	 positive	Although his class is somewhat difficult, it is not one to pass up!
;tests;lectures	 exam presentation	 negative negative	The tests are not based on the powerpoints, and he goes on rants during lectures.
;null	 teacher	 positive	First, Professor Cook is a really a nice guy and he tries his best to teach to 300 people.
;gpa	 grading	 negative	Will spend the next year trying to fix my GPA :/
;class	 presentation	 negative	He is not good at teaching a 100 level class.
;null	 course	 positive	Ha, too easy for words.
;class	 presentation	 positive	Tries to make the class interesting and loves what he teaches.
;labs	 course	 positive	The labs are pretty easy and straight forward.
;lectures;lecture	 presentation counseling	 negative positive	Lectures are confusing but he will meet with you personally any time of day to talk about stuff in lecture or your grade.
;class	 teacher	 positive	I highly recommend this class!
;quizzes;grading	 exam grading	 positive positive	He takes quizzes weekly but he changes his grading if he sees people aren't doing well.
;tangent stories;point	 presentation presentation	 neutral neutral	3) He has lots of seemingly tangent stories but learn to understand his point.
;participation	 communication	 negative	Very harsh on participation.
;test;problem set questions	 exam exam	 neutral neutral	He can't even come up with new test or problem set questions.
;classes;formulas;leibniz;newton	 presentation presentation presentation presentation	 negative negative negative negative	He spends entire classes deriving formulas that are in the text already, and spouting off about Leibniz and Newton.
;lectures;final grade	 presentation grading	 positive negative	I agree the antedotal lectures are fun when you are there, however not when it comes to the final grade.
;class	 counseling	 negative	Very condescending and rude if you ask for help outside of class.
;professor	 teacher	 negative	Easily the worst professor I've ever had.
;class;null	 course presentation	 positive negative	her class is extreemly easy but she is so boring.
;class;journal;mid-term;group project	 teacher exam exam exam	 positive positive positive positive	=) She is amazing and you will become attach to the class.We have a page journal due every week, mid-term, and a group project.You shouldn't have a problem in getting an A.You will learn many real life things and it is like class therapy!She is real good and I'll take her again without a doubt!
;null	 presentation	 negative	My only complaint is he talks really fast and mumbles a lot.
;professor	 teacher	 negative	Honestly take another professor, he isn't the nicest of professors t time either.
;null	 knowledge	 positive	He is EXTREMELY knowledgeable and interesting.
;teacher	 teacher	 positive	BEST teacher i've ever had, dont take this class with anyone else!
;professor	 teacher	 positive	Schurter is actually the best professor I've ever had.
;null	 exam	 negative	you really need to study hard.
;math	 course	 positive	Of course, studying math always takes effort and sometimes tedious, but his class inspired me to learn more and keep going. 
;null	 teacher	 positive	Awesome dude - his main study experience are in bees/wasps.
;null	 knowledge	 negative	everyone in his class is smarter than he is, he always makes mistakes.How did he EVER get his PhD? PLEASE GET FIRED!!
;professor	 teacher	 negative	By far the worst professor I have had.
;null	 teacher	 negative	She is someone not to cross, be warned.
;lesson	 presentation	 positive	He's very clear, and incorporates humor into his lesson.
;null;null	 teacher knowledge	 positive positive	He is very enthusiastic and knowledgeable.
;teacher	 teacher	 positive	Nancy isn't a bad teacher at all.
;106a	 teacher	 positive	106A is awesome.
;philosophers	 counseling	 positive	After class we would smoke a fat bowl in her office and chat the time away comparing and contrasting various philosophers.
;null	 grading	 positive	Needless to say that got well over an A.
;null	 teacher	 positive	Randy really is awesome.
;lecture;structure	 presentation relevance	 positive negative	Enjoyed lecture but as far as studying, it was more independent based and for me I prefer more structure.
;null;null	 exam attendance	 positive positive	She will tell u exactly what is on it if you ask her.she lets u out early!
;null	 teacher	 negative	I have not learned one thing from this guy all semester.
;class	 course	 positive	THE CLASS IS SO EASY THAT IF YOU DON'T WATCH OUT, YOU WILL FAIL.
;online lectures	 presentation	 positive	I have seen most of his online lectures on programming methodology and i have been blown away.
;null	 teacher	 positive	Professor Everett is fair, demanding, and passionate.
;class	 presentation	 negative	I'd rather work 8 hours than sit in her class for an hour and a half (feels like you're in class for a day).
;mistakes	 grading	 neutral	If he knows you put your all into it, he will overlook small mistakes.
;subject	 presentation	 negative	He seems like his passion for the subject is gone because he does not motivate you to learn.
;exam	 exam	 negative	"He talks in circles and will say to you ""I design exam questions to trick you."
;lectures	 presentation	 positive	His lectures are engaging and his comfort in front of and control of the lecture hall is truly remarkable. 
;class	 presentation	 positive	Randy is a funny guy, he makes the class tolerable.
;class	 relevance	 positive	Her class made me love political science, government, and history even more than I did before taking the class.
;note card;questions	 presentation communication	 negative negative	Reads off a note card and seems to have trouble answering arbitrary but relavent questions considering her lecture material.
;teaching style	 presentation	 negative	Her teaching style did not resonate well with me.
;test	 exam	 positive	It'll help when it's time for test.
;class	 presentation	 negative	He doesn't teach anything in class.
;students	 communication	 negative	He just talks to the students in the front.
;class	 teacher	 negative	Did not enjoy his class.
;null	 teacher	 positive	He was definately my favorite.
;hour	 presentation	 negative	ill tell u that the hour u r with her goes by slower than any class.
;null	 teacher	 positive	Molumby wears spiked belts and t-shirts to class, laid back.
;null	 teacher	 positive	Respectful and positive.
;lecture hall	 presentation	 negative	He is not only extremely disorganized but he also refuses to clearly answer anything and if he does not like you, will sass you in front of the entire lecture hall (did not happen to me, happened to a friend).
;null	 teacher	 negative	Avoid Cook at all costs.
;null	 teacher	 positive	Dr. Capelotti seems intimidating at first, but he is a very nice and helpful man.
;email;grade	 grading grading	 positive positive	If you email him and tell him you need a certain grade for your major he will reconsider you grade.
;material;tests	 exam exam	 negative negative	The material on the tests is so random compared to what he teaches in class.
;labs	 course	 positive	Labs were kind of too easy though.
;null	 teacher	 positive	Awesome guy.
;null;null	 teacher counseling	 positive positive	extremely helpful and fun class!
;null	 exam	 positive	You have to be focused for them.
;professor;stuff	 teacher knowledge	 positive positive	Molumby is a great professor, he knows his stuff and makes sure you do too.
;math department;professor	 teacher teacher	 negative negative	I wonder how the math department could hire such crappy professor.
;lecturer;cs	 teacher teacher	 positive positive	He's such a great lecturer and he makes you love CS
;material;questions	 exam exam	 negative negative	They don't accurately portray your knowledge of the material but rather your ability to decode his questions and figure out what he actually is trying to ask.
;tests	 exam	 positive	His tests are designed to test your knowledge rather than just your memory.
;teaching style	 presentation	 negative	it was a horrible expierence and her teaching style was not helpful under any circumstances.
;grade	 grading	 negative	My CC profs grade easier on papers than she does, and they do not grade easy at all.
;material;clicker questions;answer	 presentation presentation presentation	 positive negative negative	The material he explains is good and easy to follow, but he loves clicker questions which he then fails to tell you the exact answer to.
;null	 communication	 neutral	You have to be persuasive!
;exam	 exam	 positive	Show up the week before an exam and you are set when he reviews everything.
;tests	 exam	 positive	Reuses tests, so STUDY the old ones that are online.
;null	 teacher	 positive	Unusual but COOL!
;exam	 exam	 negative	His exam were completely tuff.
;topic	 presentation	 negative	However, this is hard because he does not stay on topic and he throws so much info at you it is hard to know what will even be on the tests.
;professor	 teacher	 negative	Awful professor.
;notecard;exam	 exam exam	 positive positive	Allows you to use a notecard on the exam.
;class;teacher	 presentation teacher	 positive positive	Interesting class, good teacher.
;class	 teacher	 positive	I miss her class already!
;exam questions;lecture;power points	 exam exam exam	 positive positive positive	The exam questions come directly from lecture, so studying the power points is helpful but insufficient.
;professors	 teacher	 positive	one of my favorite professors
;null;lectures	 teacher presentation	 positive negative	He's a good guy, and wants everyone to do well, but his lectures are completely useless.
;null	 course	 neutral	If you have a strong background in this subject and a study group--you'll be fine.
;null	 teacher	 negative	Nod off in this guys class and he'll pop off.
;instructor	 teacher	 positive	Great instructor!
;class	 course	 negative	"He really likes to teach his own way without the book to get you to ""think about biology not read and memorize"" which I enjoy, but it also makes the class very hard."
;labs;lab reports	 course exam	 positive negative	Labs were easy, but lab reports kind of annoying for this class.
;null	 counseling	 positive	Very helpful.
;null;material	 teacher presentation	 positive negative	Great guy but the material he teaches is very boring.
;null	 presentation	 positive	He does his best to entertain students.
;book	 exam	 neutral	READ THE BOOK.
;class	 presentation	 negative	She treats the class like elementary school kids.
;exams	 exam	 neutral	Exams are basically the same as his practice exams.
;null;class	 teacher course	 positive negative	Dr. Sacher is one of the sweetest ladies, but this class was a drag.
;class discussions	 communication	 positive	She makes the class discussions interesting and she cares about her students.
;null	 grading	 positive	She will not let you fail if you try.
;professor	 teacher	 positive	I'm not a biology major, but I've always been interested in Ecology &  Evolution; this class was definitely enjoyable because of the professor.
;teacher	 teacher	 positive	My favorite teacher and one of the coolest teachers at West Ga.
;ta	 presentation	 negative	The TA taught better.
;problem	 presentation	 negative	The only problem i had with him was that most times he spent alot of time explaining an simple problem which made it more confusing.
;lecturer;stuff	 teacher knowledge	 positive positive	Awesome lecturer who knows his stuff.
;null	 teacher	 positive	She is very passinate and honest.
;grade	 grading	 negative	He likes to quip that if you are not getting the grade you want, you are not working hard enough.
;null	 teacher	 negative	I highly recommend avoiding him if possible.
;homework;effort	 exam counseling	 neutral neutral	Homework will bring up your grade a little, and if you show a lot of effort he may help you along.
;teaching	 presentation	 negative	What I didn't enjoy, however, was his poor teaching.
;participation	 communication	 positive	He uses the iClicker for participation too.
;class	 course	 positive	Easy class if your put the required effort.
;work;essays	 course course	 neutral neutral	Just a lot of work with little to no time between essays.
;class	 presentation	 positive	I love this class.
;gpa	 grading	 neutral	If you wanna learn, take him, if u wanna boost ur gpa, go w/ another.
;exams	 exam	 negative	It is not clear what to study for the exams.
;professor	 teacher	 positive	She is a wonderful professor.
;technology	 presentation	 negative	He refuses to use any type of technology to make understanding better for the student.
;test questions;chapters	 exam exam	 positive positive	But test questions were taken from the end of each chapters.
;null	 teacher	 positive	He's awesome.
;exams	 exam	 negative	Tough truefalse exams.
;powerpoints;examples	 presentation presentation	 neutral neutral	His powerpoints are LONG so be prepared to write and do all the examples he gives.
;exams	 exam	 negative	Little misleading when discussing exams.
;classes	 attendance	 positive	You will love her and especially love going to her classes!
;subject matter;sense of humor	 presentation teacher	 positive positive	He has a good sense of humor, and makes the subject matter interesting.
;null	 teacher	 neutral	Cooks an awesome guy, but now he's so old he does not care at all.
;professors	 teacher	 negative	Molumby is one of the worst professors I've had at UIC.
;null;review session;study guide	 exam counseling presentation	 negative positive positive	They're too hard :( But the review session and study guide was extremely useful!
